Gene_ID	Gene_Name	Sample_1	Sample_10	Sample_11	Sample_12	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9
ENSG00000008083.14	JARID2	1.343575	3.113415	3.328571	3.425418	1.445108	1.44987	3.110757	3.273992	3.194512	2.005367	1.925862	1.923606
ENSG00000008086.13	CDKL5	0.305583	1.408647	1.721467	1.415232	0.233722	0.313284	1.039717	1.150775	1.093748	0.359986	0.385282	0.301715
ENSG00000008118.10	CAMK1G	0.149908	0.056672	0	0	0.0964	0.149369	0.030278	0.018361	0.014546	0.025701	0.076628	0.139689
ENSG00000008128.23	CDK11A	20.163736	20.019817	21.19847	20.932403	20.719567	21.561831	20.77204	23.021035	20.760502	21.098037	18.225086	17.478617
ENSG00000008130.15	NADK	21.832863	18.761881	19.409462	20.311991	22.657313	22.37483	19.744271	20.868059	18.807357	25.583645	23.629269	24.713776
ENSG00000008196.13	TFAP2B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008197.5	TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226.20	DLEC1	0.002343	0.015251	0.020405	0.005522	0.072001	0.018272	0.057962	0.003859	0.012064	0.010927	0	0.035805
ENSG00000008256.17	CYTH3	6.522758	8.634404	8.717375	8.724359	6.945155	6.531986	6.532547	7.317747	6.611026	8.98173	10.267036	10.278103
ENSG00000008277.15	ADAM22	2.193096	4.471391	4.884315	3.752375	1.945881	1.895349	2.842113	2.465506	3.000905	1.959328	1.741211	1.888964
ENSG00000008282.10	SYPL1	42.543947	38.962882	34.770719	33.807998	39.290105	45.962033	37.585423	36.42115	39.953068	39.208621	43.12177	43.832594
ENSG00000008283.16	CYB561	12.840428	11.735056	11.33753	11.198297	12.196712	11.839509	11.64683	11.208181	10.754499	11.075813	13.515239	11.885698
ENSG00000008294.22	SPAG9	59.31115	93.088101	100.849228	103.789916	66.088468	66.810547	105.181321	107.116849	96.566885	77.855398	85.557125	71.400495
ENSG00000008300.17	CELSR3	0.449366	0.662638	0.826442	0.534229	0.667512	0.532084	0.468119	0.555821	0.664783	0.656685	1.113871	0.808331
ENSG00000008311.16	AASS	1.509461	3.479054	3.758072	3.100336	1.248442	0.858185	2.721883	2.58056	2.814628	2.240615	2.117598	2.097431
ENSG00000008323.16	PLEKHG6	0.835155	0.363767	0.347152	0.38925	0.659017	0.494506	0.254482	0.275121	0.117201	0.624774	0.616038	0.878643
ENSG00000008324.12	SS18L2	6.103648	4.777345	4.768098	4.68885	6.62355	7.138708	4.731301	5.924117	4.844313	5.455641	5.40314	4.973919
ENSG00000008382.16	MPND	1.362878	1.993554	3.15791	2.134144	1.97286	1.456271	1.709229	1.557079	1.597013	3.175837	3.406653	2.683826
ENSG00000008394.13	MGST1	108.965844	17.360588	15.356265	14.314199	100.527218	109.472945	14.813031	11.833906	14.204657	106.245039	89.844406	96.478394
ENSG00000008405.12	CRY1	7.545352	11.755717	11.225722	10.395721	7.914316	7.981244	12.619854	11.702127	13.770884	7.832816	9.319663	8.399786
ENSG00000008438.5	PGLYRP1	0.33178	0.105427	0.170903	0.159503	0.3082	0.138132	0.353507	0.13979	0.224906	0.178983	0.185952	0.225285
ENSG00000008441.19	NFIX	19.348391	14.114155	17.329986	15.924298	17.712345	17.995437	12.600531	14.26564	12.642022	21.096672	21.749038	22.560271
ENSG00000008513.17	ST3GAL1	0.438593	1.598157	1.414749	1.757738	0.5776	0.50381	1.277211	1.408631	1.418496	0.647589	0.738708	0.9675
ENSG00000008516.18	MMP25	0.196136	0.278341	0.244232	0.584393	0.293824	0.142236	0.174873	0.214776	0.296474	0.305535	0.477961	0.241639
ENSG00000008517.19	IL32	2.535147	4.24822	6.852286	5.324991	2.69415	2.264008	1.849283	1.690155	1.345213	6.839688	13.39631	10.167132
ENSG00000008710.20	PKD1	6.850896	6.948464	7.020968	6.24242	7.379333	5.594251	7.636466	8.140102	7.772633	8.165044	11.766137	7.512768
ENSG00000008735.14	MAPK8IP2	1.698274	1.008139	1.049383	1.163422	1.51181	1.509671	0.614195	0.681297	0.59424	1.799111	2.170919	1.727972
ENSG00000008838.21	MED24	17.620071	18.42317	18.455814	16.661416	17.245829	16.961261	18.353765	19.23379	18.954273	15.38533	16.642428	14.834755
ENSG00000008853.18	RHOBTB2	3.324697	4.593209	4.551421	5.119285	3.271477	3.239183	5.16443	5.225404	5.26326	2.913648	2.153467	2.449644
ENSG00000008869.12	HEATR5B	3.874431	4.733407	5.221472	5.424157	3.817926	4.087182	5.41489	4.874883	4.852755	5.936882	6.810243	6.314812
ENSG00000008952.17	SEC62	28.603255	23.002739	21.675899	22.797159	25.381596	31.58211	22.18779	19.984705	21.867681	27.364205	29.198724	27.807341
ENSG00000008988.11	RPS20	989.276733	1003.114025	1115.203716	1045.476512	1024.800919	910.930907	1081.649522	1113.703325	965.791538	1072.331158	1079.380579	991.040415
ENSG00000009307.17	CSDE1	221.768288	230.43086	204.776253	218.326887	209.064263	240.372233	231.181099	227.716385	230.808212	215.183847	190.166317	197.418884
ENSG00000009335.19	UBE3C	46.61376	30.292413	28.894406	30.410367	48.470258	49.254623	31.188837	30.779119	31.649784	42.199832	37.333191	41.719128
ENSG00000009413.17	REV3L	4.652172	6.163064	6.279286	6.248287	3.755265	4.420612	6.611891	5.531118	6.06807	3.912503	4.614114	4.163069
ENSG00000009694.14	TENM1	0	0.003374	0	0.005105	0	0	0.003879	0	0.006275	0	0	0
ENSG00000009709.12	PAX7	0	0	0.00723	0	0	0	0	0	0	0	0	0.006376
ENSG00000009724.18	MASP2	2.43487	3.666316	1.946362	2.032789	2.003421	1.785945	3.166765	3.480155	3.895964	2.453441	1.048676	0.253575
ENSG00000009765.15	IYD	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009780.16	FAM76A	1.886714	2.586525	3.454557	2.659839	1.968676	2.184693	2.049559	2.409682	2.238914	2.511362	3.495819	3.266271
ENSG00000009790.15	TRAF3IP3	0	0.020221	0.016869	0.029464	0	0.030937	0	0	0.012777	0.067464	0.016822	0.112941
ENSG00000009830.13	POMT2	4.518798	3.819483	3.527399	3.715423	5.081981	4.453117	4.023065	5.030019	3.634249	3.964407	3.711255	4.435286
ENSG00000009844.16	VTA1	13.207413	20.585814	22.843384	20.745875	12.328696	12.919215	20.610148	19.438644	21.3629	14.46305	10.685559	12.573803
ENSG00000009950.16	MLXIPL	1.936265	1.509328	2.003109	1.152099	1.725029	1.975094	0.723985	0.909902	0.560354	3.394314	4.233074	4.720992
ENSG00000009954.11	BAZ1B	63.957974	48.618621	44.286308	49.215171	62.911626	67.465512	54.25466	51.44298	55.301551	44.936193	38.184302	39.818075
ENSG00000010017.13	RANBP9	14.982434	24.652406	24.065995	24.623759	16.10313	15.980709	23.710493	23.623243	24.712787	18.158369	16.433966	16.790186
ENSG00000010030.14	ETV7	0	0.058945	0	0	0	0	0	0	0	0	0	0
ENSG00000010072.16	SPRTN	8.908684	9.024683	8.672499	9.580991	9.894736	9.439885	9.626003	9.835814	10.690877	8.836275	6.171425	8.231186
ENSG00000010165.20	METTL13	15.469126	12.964943	11.125902	13.326343	17.31002	15.402428	15.603111	16.273692	14.992608	16.472182	12.320182	14.311448
ENSG00000010219.14	DYRK4	12.609891	18.108765	15.614628	14.65506	14.435641	13.170807	16.544455	16.250282	15.128021	13.779746	15.010023	15.134251
ENSG00000010244.19	ZNF207	53.206672	39.741797	41.015745	45.5611	48.495856	90.516996	58.63894	53.04332	58.654687	39.021225	29.241135	35.013355
ENSG00000010256.11	UQCRC1	61.819974	49.952039	46.352071	48.423952	57.054995	59.343658	51.001657	48.303214	50.184841	61.431022	64.096617	61.059682
ENSG00000010270.14	STARD3NL	21.19928	36.549739	30.357117	33.80697	20.717267	21.05096	29.552179	30.242341	29.895396	18.505882	15.590197	17.695357
ENSG00000010278.15	CD9	99.248887	113.109458	120.336794	113.095653	103.436504	96.093214	98.206257	100.896533	86.845051	109.334388	129.434829	132.694038
ENSG00000010282.15	HHATL	0	0	0	0	0.046177	0	0	0.018556	0	0	0	0
ENSG00000010292.13	NCAPD2	70.550007	66.587787	71.552507	74.723659	70.30211	71.703778	72.095628	79.056717	80.365927	71.448012	60.292174	65.788581
ENSG00000010295.20	IFFO1	0.05161	0.05697	0.02016	0.08483	0.039473	0.0615	0.098625	0	0.077796	0.059676	0	0.032259
ENSG00000010310.9	GIPR	1.520108	6.662859	8.603406	7.754696	1.484536	1.086972	5.071105	5.42391	4.611894	5.009408	9.058247	4.917061
ENSG00000010318.22	PHF7	4.4179	6.296991	6.61125	5.33701	4.498274	3.573935	5.604499	4.947508	5.023201	6.884878	6.734175	6.950665
ENSG00000010319.7	SEMA3G	0.113988	0.083531	0.082486	0.017773	0.050181	0.022712	0.015013	0.010292	0	0.107297	0.108589	0.105858
ENSG00000010322.16	NISCH	13.55297	17.791879	17.01447	15.216311	12.450192	12.38694	14.715773	15.950497	16.255201	12.817944	15.452316	13.001627
ENSG00000010327.10	STAB1	0.002488	0	0	0.010691	0.004954	0.005655	0.004047	0	0	0	0	0
ENSG00000010361.14	FUZ	7.894558	8.806567	10.320816	10.370762	8.159736	7.099445	8.785227	8.273412	7.299234	12.766317	11.352653	12.284926
ENSG00000010379.16	SLC6A13	0.204823	0.353641	0.152255	0.309293	0.06994	0.2608	0.509799	0.210305	0.271588	0.03203	0.075165	0.073924
ENSG00000010404.18	IDS	6.578805	15.486821	17.610256	16.073159	7.625338	7.32462	13.502992	13.396874	12.318382	11.206428	11.491307	10.118141
ENSG00000010438.17	PRSS3	0	0	0.032588	0	0	0	0	0	0.039367	0	0	0
ENSG00000010539.12	ZNF200	3.591019	4.834086	4.282176	4.315576	3.219695	3.99449	4.213483	4.350538	4.154534	3.171087	2.275989	2.840817
ENSG00000010610.10	CD4	0.285338	0.543165	0.48853	0.370534	0.256376	0.319563	0.393247	0.164917	0.146984	0.337146	0.782829	0.448241
ENSG00000010626.15	LRRC23	1.923517	2.872201	3.646197	2.94594	2.124547	1.769676	2.27879	2.653966	2.217031	3.196661	4.079455	3.504252
ENSG00000010671.18	BTK	0	0.10435	0.164079	0.092538	0.013805	0	0.00855	0.007008	0.039817	0.014972	0	0
ENSG00000010704.19	HFE	5.580718	8.723521	7.979546	9.761482	5.76575	6.066138	6.942598	7.06336	5.965382	6.697262	4.934579	5.903126
ENSG00000010803.17	SCMH1	8.088177	10.460043	9.690228	10.039928	7.320047	8.120601	9.872095	10.197212	9.820647	7.494121	6.990118	7.554902
ENSG00000010810.18	FYN	1.765829	4.182328	5.118095	5.42162	1.938817	1.719187	3.070516	3.517217	2.862495	1.786411	1.51507	1.703568
ENSG00000010818.11	HIVEP2	0.385828	5.302633	4.9951	5.0673	0.516508	0.547096	4.742148	4.477023	4.913922	0.641668	0.671122	0.658637
ENSG00000010932.17	FMO1	0	0	0.028462	0.022141	0	0.018358	0.053775	0	0	0	0.044042	0.03476
ENSG00000011007.13	ELOA	19.871401	19.462487	15.650492	19.347864	20.414879	20.473409	22.867559	23.116083	23.995283	11.298499	7.692886	9.563987
ENSG00000011009.11	LYPLA2	21.582036	20.080143	20.861614	22.709781	22.550105	21.106499	22.00396	23.823153	20.637853	24.471234	19.896082	22.565663
ENSG00000011021.23	CLCN6	3.389446	4.461097	3.649665	3.842903	3.077773	3.540624	3.403241	3.863364	3.862176	6.38323	7.760868	6.995295
ENSG00000011028.14	MRC2	2.526281	10.459733	14.272534	11.760048	2.392505	2.161068	7.575506	8.007382	7.823975	6.418097	9.859691	7.103292
ENSG00000011052.21	NME1-NME2	34.047449	53.379866	43.75327	59.485137	49.835656	41.543154	75.9751	80.081962	74.162583	56.566924	48.729238	54.148178
ENSG00000011083.9	SLC6A7	0.02187	0	0.024826	0	0.055951	0	0	0	0	0.032178	0	0.008419
ENSG00000011105.14	TSPAN9	5.005263	7.966778	8.254611	9.134501	5.210229	4.587823	7.179989	7.904306	7.002931	6.563353	6.20246	6.312301
ENSG00000011114.15	BTBD7	5.8991	5.357696	4.610839	4.703104	5.627652	5.776447	5.262111	5.329285	5.940871	4.697075	4.863493	4.834616
ENSG00000011132.12	APBA3	8.5765	7.235899	7.315668	7.007763	8.326824	7.845554	6.674713	6.106169	7.016669	8.318418	9.394132	8.479519
ENSG00000011143.19	MKS1	5.086486	7.194604	6.396372	6.258027	4.284011	4.167639	6.038139	5.328422	5.504774	5.569533	4.716378	5.021741
ENSG00000011198.10	ABHD5	2.888552	3.995168	2.577891	3.017309	3.103988	3.386265	3.718261	4.236833	3.693129	1.57226	1.578138	2.271808
ENSG00000011201.12	ANOS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011243.19	AKAP8L	19.307173	17.043416	20.283373	18.162732	19.011403	21.070167	17.149149	18.818214	17.747289	21.528916	26.144589	21.314869
ENSG00000011258.16	MBTD1	6.901248	7.722896	8.40449	6.967579	5.964436	6.965822	7.060991	7.035911	7.250669	8.755091	8.994835	9.338081
ENSG00000011260.14	UTP18	45.189846	37.934223	32.574001	37.99463	46.543573	47.374505	40.794644	41.498173	42.250677	39.433208	32.779315	36.654355
ENSG00000011275.19	RNF216	10.576425	11.330722	10.958119	10.439497	10.360221	10.098952	10.46582	9.907184	10.470865	9.282495	10.212434	9.689461
ENSG00000011295.16	TTC19	15.609737	17.444398	17.051135	16.317145	14.87579	15.438059	16.487274	15.136292	16.56196	15.63896	19.21094	16.173814
ENSG00000011304.22	PTBP1	139.961656	107.250879	99.913506	106.932354	135.701616	142.748521	114.956524	117.317269	130.354855	102.782041	113.385528	104.128184
ENSG00000011332.22	DPF1	1.800378	3.968818	3.154125	4.486793	2.284187	2.405068	3.448968	3.616565	4.361543	2.140706	1.311208	2.218047
ENSG00000011347.10	SYT7	1.230224	0.452148	0.582716	0.707944	1.236663	1.190411	0.290286	0.279448	0.405758	1.403323	1.29778	1.082308
ENSG00000011376.12	LARS2	5.977223	5.602715	5.612518	6.795217	5.491423	6.814227	5.987547	7.024041	6.797671	5.663833	3.607708	4.781554
ENSG00000011405.14	PIK3C2A	9.039041	11.91668	11.790453	11.029112	8.463141	9.142402	9.874139	10.007331	10.336126	9.601001	9.447849	9.416565
ENSG00000011422.12	PLAUR	19.553161	47.73084	51.273522	49.55225	23.990244	18.232313	46.365865	52.453926	45.831012	25.312283	26.428241	23.191759
ENSG00000011426.11	ANLN	86.860388	169.119593	151.729214	160.366644	81.512571	92.834019	169.930233	168.284065	170.856449	61.891595	45.519466	54.621183
ENSG00000011451.21	WIZ	9.018931	6.752386	6.906132	7.827184	8.890148	8.547883	7.867142	8.250559	8.343115	7.257016	7.374216	6.903933
ENSG00000011454.18	RABGAP1	14.7791	21.222762	23.188648	22.538735	14.149129	15.365129	19.390606	19.338151	19.115654	19.582509	19.165805	19.084543
ENSG00000011465.18	DCN	0.043771	0.004516	0.046073	0.010911	0.07389	0	0.147873	0.021193	0.021805	0.06068	0.043703	0
ENSG00000011478.13	QPCTL	5.526216	5.454259	6.336883	4.93918	4.631665	4.597926	4.291969	4.605437	3.830703	9.333804	15.293759	10.897095
ENSG00000011485.15	PPP5C	30.464556	28.79103	27.10476	27.526562	31.356666	31.910125	29.027933	30.748186	31.921095	28.407432	26.611103	27.604305
ENSG00000011523.15	CEP68	4.220071	3.072647	3.656677	3.33462	3.804515	3.658467	3.150398	2.973349	3.027703	4.982435	5.358674	5.20672
ENSG00000011566.15	MAP4K3	7.675103	10.621413	9.655694	8.589528	6.475124	7.719492	10.08407	9.3542	9.985556	7.244007	7.603334	8.024979
ENSG00000011590.14	ZBTB32	0.14831	0.318713	0.491091	0.178482	0.2049	0.367017	0.313227	0.466469	0.141437	0.713856	0.140095	0.784096
ENSG00000011600.12	TYROBP	0	0	0	0	0	0.083895	0	0	0	0	0	0.082379
ENSG00000011638.11	LDAF1	2.952757	6.438989	6.458384	6.557558	2.893903	2.38912	5.712324	6.241825	5.483207	4.839644	7.96418	6.113885
ENSG00000011677.13	GABRA3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012048.25	BRCA1	13.344768	13.104503	11.000434	12.054235	12.833355	13.719487	13.169476	12.580562	12.781804	10.498109	5.728214	7.921782
ENSG00000012061.17	ERCC1	98.650098	68.07526	69.791034	72.07389	107.312481	101.036419	60.66596	64.449138	60.761611	177.977247	138.220757	150.374761
ENSG00000012124.17	CD22	1.149346	10.078623	10.954527	10.536013	1.325267	1.125902	9.235862	8.748285	8.001763	1.334228	2.034864	1.634717
ENSG00000012171.20	SEMA3B	1.100306	0.351645	0.51701	0.373134	1.277061	0.928709	0.190902	0.297085	0.237656	1.023523	1.000927	1.38305
ENSG00000012174.12	MBTPS2	18.771048	20.588631	21.488591	21.011205	18.425842	20.78908	17.76285	17.008453	17.370825	22.538025	19.617057	21.959912
ENSG00000012211.13	PRICKLE3	8.62583	2.238367	3.212498	2.879816	8.167714	6.696434	1.851886	1.77801	2.353593	11.951987	16.518409	13.202621
ENSG00000012223.13	LTF	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012232.10	EXTL3	4.349541	7.437169	9.54797	9.119742	5.035068	4.219443	8.118134	7.567837	7.316683	5.505963	5.151096	5.41064
ENSG00000012504.15	NR1H4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660.14	ELOVL5	81.868255	116.097559	123.247846	115.320192	76.259943	85.460294	100.865869	104.437583	105.379255	110.584425	133.89611	119.618674
ENSG00000012779.12	ALOX5	0	0	0	0	0	0.058908	0	0	0	0.014948	0	0.008895
ENSG00000012817.16	KDM5D	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012822.16	CALCOCO1	4.024112	6.500409	8.132565	6.553576	3.756538	3.580766	5.637921	5.238446	6.107605	6.451799	7.448294	6.84059
ENSG00000012963.15	UBR7	11.759529	12.784767	11.728178	13.665312	12.454117	13.933548	13.171034	13.277904	13.294721	9.71571	6.692273	8.254473
ENSG00000012983.12	MAP4K5	17.802086	19.220017	18.055215	17.71648	16.607597	17.371503	18.0598	17.608895	18.748814	16.290413	15.416576	15.401978
ENSG00000013016.16	EHD3	0.014166	0.029536	0.060155	0.017223	0.019621	0.084388	0.013721	0.024417	0.064021	0.036357	0.036715	0.020798
ENSG00000013275.8	PSMC4	68.002529	64.977396	54.288878	67.215907	72.80353	67.182707	70.949278	79.13611	72.368535	48.959129	32.23907	39.759009
ENSG00000013288.9	MAN2B2	2.726279	3.894285	4.253515	4.225102	2.603724	2.837428	3.503318	3.682121	3.749011	3.588428	4.188745	3.356212
ENSG00000013293.6	SLC7A14	0.036953	0.027374	0.026879	0.022089	0.02557	0.051338	0.020762	0.028343	0.034581	0.011699	0.001259	0.040783
ENSG00000013297.12	CLDN11	163.557532	96.223944	97.314081	98.212979	166.002392	159.748242	89.514031	89.030333	94.491374	168.600347	158.049198	168.14945
ENSG00000013306.16	SLC25A39	95.843173	65.566563	65.109205	59.807712	91.852253	81.131692	62.961165	63.928136	61.153758	84.4504	86.940865	82.360714
ENSG00000013364.19	MVP	9.43646	24.35688	30.334955	26.739966	9.136725	8.989454	20.912255	20.855485	19.830002	18.145533	23.544292	18.745844
ENSG00000013374.17	NUB1	34.486948	20.426212	21.030474	20.398822	33.527191	34.433533	18.812706	19.484957	18.733298	35.120745	36.123657	35.174086
ENSG00000013375.17	PGM3	9.188269	20.124205	20.700827	22.383352	9.385878	10.159859	19.869	17.951298	17.046844	10.942597	9.884365	10.701957
ENSG00000013392.8	RWDD2A	1.028134	1.857879	2.106368	1.576906	1.032093	0.649405	1.65805	1.239791	1.192694	1.142729	0.991377	1.425337
ENSG00000013441.17	CLK1	17.609448	25.138063	24.472507	24.876712	17.824452	17.16835	23.378078	26.324772	24.729476	24.565705	39.027643	22.779269
ENSG00000013503.10	POLR3B	3.570248	2.903811	2.687297	2.651141	3.022869	3.650706	3.474156	3.351396	3.597278	1.832774	1.209802	1.547573
ENSG00000013523.11	ANGEL1	5.520475	4.447654	4.264716	4.270626	5.551268	5.433492	3.963064	4.270592	3.754683	7.275871	6.840691	7.148928
ENSG00000013561.18	RNF14	23.576349	41.837373	41.988586	39.97941	24.159594	25.085252	41.850146	43.327606	44.813753	28.069283	24.833994	26.918001
ENSG00000013563.14	DNASE1L1	3.68695	5.33846	7.52969	6.001263	3.632097	3.967784	4.791045	3.9749	4.179556	6.758199	11.244433	9.332623
ENSG00000013573.17	DDX11	20.987085	17.377117	15.043748	15.674971	23.113267	19.036528	22.800577	22.843835	22.935809	16.02724	12.464138	12.426692
ENSG00000013583.10	HEBP1	29.677442	21.956908	24.010335	23.841032	29.306615	31.402134	22.117572	23.761713	25.655971	30.497457	33.49842	33.389191
ENSG00000013588.9	GPRC5A	114.954662	45.929284	49.692378	47.203593	113.780443	105.329898	47.413599	51.172366	51.381849	192.945791	263.790345	224.840752
ENSG00000013619.15	MAMLD1	0.389041	1.066714	0.831137	1.115319	0.416157	0.315394	1.10034	0.979469	1.1076	0.341319	0.219696	0.221159
ENSG00000013725.14	CD6	0	0	0	0	0	0	0	0	0	0.028271	0.062542	0.009095
ENSG00000013810.21	TACC3	45.635392	38.94502	37.672395	38.654675	44.618741	44.450199	38.142558	39.303202	40.393004	32.962721	24.125457	28.982658
ENSG00000014123.10	UFL1	12.201404	19.498201	19.465353	18.204027	10.512551	12.15083	16.2879	16.824224	16.973804	15.586122	19.876096	17.8931
ENSG00000014138.10	POLA2	9.609276	10.483005	8.202436	9.650603	9.751456	10.250971	10.673809	10.885866	11.314982	7.005642	3.978654	5.450213
ENSG00000014164.7	ZC3H3	4.747413	3.338194	3.689988	3.737549	4.954308	4.300462	3.54251	4.073876	3.810745	5.421034	5.874112	4.805738
ENSG00000014216.16	CAPN1	27.325943	25.456449	27.239481	26.771229	27.758515	25.666597	26.883068	28.895471	25.384292	34.289345	36.133064	33.821023
ENSG00000014257.17	ACP3	0	0	0	0	0.014989	0.031292	0.025973	0	0	0	0.052942	0.020984
ENSG00000014641.21	MDH1	110.116166	179.125106	160.160154	160.760136	110.38334	116.595412	151.240629	146.933223	144.86562	116.885215	87.464334	111.269092
ENSG00000014824.14	SLC30A9	14.667234	19.638706	19.302832	18.724641	14.004114	18.094236	18.137889	16.67164	18.788415	14.594584	13.429365	16.122922
ENSG00000014914.21	MTMR11	3.841847	4.768084	4.730193	4.423931	3.757817	3.768155	3.566702	4.217048	4.364921	6.937837	10.539786	7.522217
ENSG00000014919.13	COX15	15.20395	14.277747	14.509728	15.468022	15.074328	13.320288	13.71738	14.118572	14.480883	17.260662	15.585628	16.516411
ENSG00000015133.20	CCDC88C	2.373882	1.615265	1.398263	1.478156	2.563064	2.799855	1.263793	1.815603	1.537154	2.598508	2.621945	2.602089
ENSG00000015153.15	YAF2	3.319123	4.554394	4.550401	3.718034	3.412727	3.961499	4.280239	4.048869	4.29002	2.539334	3.434238	3.319957
ENSG00000015171.21	ZMYND11	22.038585	27.318895	24.805428	24.923592	22.27275	23.627818	27.516792	26.160573	28.131373	18.091887	17.031054	16.721324
ENSG00000015285.12	WAS	0.631382	0.527338	0.236011	0.149305	0.541504	0.83515	0.154664	0.450355	0.099016	0.609859	0.758909	0.774943
ENSG00000015413.10	DPEP1	0	0	0	0.01164	0	0.026844	0.02681	0.030075	0.038177	0.023949	0.041759	0.046864
ENSG00000015475.19	BID	28.619235	19.246198	17.830472	19.047173	28.239992	28.82088	20.694358	20.749767	21.908989	24.040697	23.832851	23.170259
ENSG00000015479.20	MATR3	24.286403	42.674179	17.571729	46.747088	50.532555	81.69085	58.692148	90.743169	47.415406	51.917533	60.854426	39.320345
ENSG00000015520.15	NPC1L1	0.011961	0.012347	0.041108	0.029749	0.024634	0	0.01995	0.062023	0.039061	0.002964	0.083242	0
